Meeting,Meeting Date,Origin,Index Title,Title,Published,Page URL,PDF URL
SAGE 81,2021-02-18,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 18 February 2021","Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 18 February 2021",2021-03-05,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-18-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966696/S1125_CO-CIN_2nd_Wave.pdf
SAGE 81,2021-02-18,SPI-M-O,"SPI-M-O: Medium-term projections, 17 February 2021","SPI-M-O: Medium-term projections, 17 February 2021",2021-03-05,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-17-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966763/S1120_SPI-M-O_MediumTermProjections.pdf
SAGE 81,2021-02-18,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 17 February 2021","SPI-M-O: Consensus statement on COVID-19, 17 February 2021",2021-03-05,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-17-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966762/S1119_SPI-M-O_Consensus_Statement.pdf
SAGE 81,2021-02-18,"LSHTM, UCL and Bristol","LSHTM, UCL and Bristol: Extremely high SARS-CoV-2 seroprevalence in a strictly-Orthodox Jewish community in the UK, 1 February 2021","LSHTM, UCL and Bristol: Extremely high SARS-CoV-2 seroprevalence in a strictly-Orthodox Jewish community in the UK, 1 February 2021",2021-03-05,https://www.gov.uk/government/publications/lshtm-ucl-and-bristol-extremely-high-sars-cov-2-seroprevalence-in-a-strictly-orthodox-jewish-community-in-the-uk-1-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/967036/S1122-sars-cov-2-seroprevalence-orthodox-jewish-community.pdf
SAGE 81,2021-02-18,"LSHTM, UCL and Bristol","LSHTM, UCL and Bristol: Extremely high SARS-CoV-2 seroprevalence in a strictly-Orthodox Jewish community in the UK - supplementary information, 1 February 2021","LSHTM, UCL and Bristol: Supplementary information for extremely high SARS-CoV-2 seroprevalence in a strictly-Orthodox Jewish community in the UK, 1 February 2021",2021-03-05,https://www.gov.uk/government/publications/lshtm-ucl-and-bristol-extremely-high-sars-cov-2-seroprevalence-in-a-strictly-orthodox-jewish-community-in-the-uk-supplementary-information-1-febr,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966981/S1121-sars-cov-2-seroprevalence-orthodox-jewish-community-supplementary.pdf
SAGE 82,2021-02-25,SAGE Minutes,"SAGE 82 minutes: Coronavirus (COVID-19) response, 25 February 2021","SAGE 82 minutes: Coronavirus (COVID-19) response, 25 February 2021",2021-03-12,https://www.gov.uk/government/publications/sage-82-minutes-coronavirus-covid-19-response-25-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/968867/s1134-sage-82-minutes.pdf
SAGE 82,2021-02-25,SPI-M-O,"SPI-M-O: Medium-term projections, 24 February 2021","SPI-M-O: Medium-term projections, 24 February 2021",2021-03-12,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-24-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/968877/s1136-spi-m-o-medium-term-projections-24-february-2021.pdf
SAGE 82,2021-02-25,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 25 February 2021","SPI-M-O: Consensus statement on COVID-19, 25 February 2021",2021-03-12,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-25-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/968875/s1135-spi-m-o-consensus-statement-24-february-2021.pdf
SAGE 82,2021-02-25,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 25 February 2021","Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 25 February 2021",2021-03-12,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-25-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/968870/s1131-co-cin-report-recent-cases-25-february-2021.pdf
SAGE 82,2021-02-25,ISARIC4C,"ISARIC4C: Multicentre cohort study on symptoms and quality of life following hospitalisation for COVID-19 - presentation, 25 February 2021","Multicentre cohort study on symptoms and quality of life following hospitalisation for COVID-19 - presentation, 25 February 2021",2021-03-12,https://www.gov.uk/government/publications/isaric4c-multicentre-cohort-study-on-symptoms-and-quality-of-life-following-hospitalisation-for-covid-19-presentation-25-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/968920/sage-long-covid-presentation.pdf
SAGE 82,2021-02-25,ISARIC4C,"ISARIC4C: Multicentre cohort study on symptoms and quality of life following hospitalisation for COVID-19 - preliminary results, 25 February 2021","Multicentre cohort study on symptoms and quality of life following hospitalisation for COVID-19 - preliminary results, 25 February 2021",2021-03-12,https://www.gov.uk/government/publications/isaric4c-multicentre-cohort-study-on-symptoms-and-quality-of-life-following-hospitalisation-for-covid-19-preliminary-results-25-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/968923/s1138-isaric4c-long-covid-preliminary-results.pdf
,,SPI-B,"SPI-B: Publications to date by SPI-B participants and relevant polling work of possible interest to participants, 6 March 2020",Publications to date by SPI-B participants and relevant polling work of possible interest to participants - 6 March 2020,2020-03-30,https://www.gov.uk/government/publications/spi-b-evidence-list-6-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/900853/Publications_to_date_by_SPI-B_participants_and_relevant_polling_work_of_possible_interest_to_participants__6_March.pdf
,,SPI-B,"SPI-B: Insights on self-isolation and household isolation, 9 March 2020",SPI-B: Insights on self-isolation and household isolation - 9 March 2020,2020-03-30,https://www.gov.uk/government/publications/spi-b-insights-on-self-isolation-and-household-isolation-9-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/900935/10-spi-b-insights-on-self-isolation-and-household-isolation-090320.pdf
,,SPI-B,"SPI-B: The role of behavioural science in the coronavirus outbreak, 14 March 2020",The role of behavioural science in the coronavirus outbreak - 14 March 2020,2020-03-30,https://www.gov.uk/government/publications/spi-b-the-role-of-behavioural-science-in-the-coronavirus-outbreak-14-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887651/07-role-of-behavioural-science-in-the-coronavirus-outbreak.pdf
,,SPI-B,"SPI-B: Theory and evidence base for initial SPI-B recommendations for phased changes in activity restrictions, April 2020",Theory and evidence base for initial SPI-B recommendations for phased changes in activity restrictions (April 2020),2020-06-12,https://www.gov.uk/government/publications/theory-and-evidence-base-for-initial-spi-b-recommendations-for-phased-changes-in-activity-restrictions-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/892031/S0470_Theory_and_evidence_base_for_initial_SPI-B_recommendations_for_phased_changes_in_activity_restrictions.pdf
,,SPI-B,"SPI-B: Behavioural principles for updating guidance to minimise population transmission - background paper, 20 April 2020",Background paper: Behavioural Principles for updating guidance to minimise population transmission - 20 April 2020,2020-06-26,https://www.gov.uk/government/publications/spi-b-behavioural-principles-for-updating-guidance-to-minimise-population-transmission-background-paper-20-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/895857/S0539_Behavioural_principles_for_updating_guidance_to_minimise_population_transmission.pdf
,,SPI-B,"SPI-B: Extended paper on behavioural evidence on the reopening of large events and venues, 21 August 2020",Extended paper on behavioural evidence on the reopening of large events and venues (S0703a) - 21 August 2020,2020-09-11,https://www.gov.uk/government/publications/spi-b-extended-paper-on-behavioural-evidence-on-the-reopening-of-large-events-and-venues-21-august-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/916546/S0703a_SPI-B_Extended_Paper_Behavioural_evidence_on_reopening_of_large_events_and_venues.pdf
,,TFMS,"TFMS: Behavioural paper supporting the consensus statement on mass testing, 27 August 2020",Multidisciplinary Task and Finish Group on Mass Testing: Behavioural considerations (S0724 ) - 27 August 2020,2020-09-11,https://www.gov.uk/government/publications/tfms-behavioural-paper-supporting-the-consensus-statement-on-mass-testing-27-august-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/916896/tfms-mass-testing-behavioural-considerations-s0724-200827.pdf
,,SPI-B,"SPI-B: Principles for co-production of guidance relating to the control of COVID-19, 8 July 2020",Principles for co-production of guidance relating to the control of COVID-19 - 8 July 2020,2021-01-22,https://www.gov.uk/government/publications/spi-b-principles-for-co-production-of-guidance-relating-to-the-control-of-covid-19-8-july-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/954977/op0001-principles-co-production-guidance-covid-19.pdf
NERVTAG Meeting 01,2020-01-13,NERVTAG Meeting,NERVTAG 01 Minutes_13 January 2020,NERVTAG 01 Minutes_13 January 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 28,,NERVTAG Meeting,NERVTAG Minutes 28_31July2020_FINAL,NERVTAG Minutes 28_31July2020_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Birdtable 2,,NERVTAG Birdtable,NERVTAG Minutes_ Birdtable 2_22May2020,NERVTAG Minutes_ Birdtable 2_22May2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 37,,NERVTAG Meeting,NERVTAG COVID-19 Minutes 37_FINAL,NERVTAG COVID-19 Minutes 37_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 34,,NERVTAG Meeting,NERVTAG COVID-19 Minutes 34_FINAL,NERVTAG COVID-19 Minutes 34_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 32,,NERVTAG Meeting,NERVTAG COVID-19 Minutes 32_FINAL,NERVTAG COVID-19 Minutes 32_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Birdtable 6,,NERVTAG Birdtable,NERVTAG Minutes_ Birdtable 6_19June2020,NERVTAG Minutes_ Birdtable 6_19June2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 26,,NERVTAG Meeting,NERVTAG Minutes 26_10July2020_FINAL,NERVTAG Minutes 26_10July2020_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 15,2020-04-24,NERVTAG Meeting,NERVTAG 15 Minutes_24April2020,NERVTAG 15 Minutes_24April2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 09,2020-03-13,NERVTAG Meeting,NERVTAG 09 Minutes_13 March 2020,NERVTAG 09 Minutes_13 March 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 13,2020-04-09,NERVTAG Meeting,NERVTAG 13  Minutes_09April2020,NERVTAG 13  Minutes_09April2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 17,2020-05-07,NERVTAG Meeting,NERVTAG 17 Minutes_07May2020,NERVTAG 17 Minutes_07May2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 21,2020-06-03,NERVTAG Meeting,NERVTAG 21 Minutes_03June2020,NERVTAG 21 Minutes_03June2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 10,2020-03-20,NERVTAG Meeting,NERVTAG 10 Minutes_20March2020,NERVTAG 10 Minutes_20March2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 07,2020-02-21,NERVTAG Meeting,NERVTAG 07 Minutes 21 February 2020,NERVTAG 07 Minutes 21 February 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Birdtable 7,,NERVTAG Birdtable,NERVTAG Minutes_ Birdtable 7_26June2020,NERVTAG Minutes_ Birdtable 7_26June2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 24,2020-06-24,NERVTAG Meeting,NERVTAG 24 Minutes_24June2020,NERVTAG 24 Minutes_24June2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 06,2020-02-07,NERVTAG Meeting,NERVTAG 06 Minutes 07 February 2020,NERVTAG 06 Minutes 07 February 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 08,2020-03-06,NERVTAG Meeting,NERVTAG 08 Minutes_06 March 2020,NERVTAG 08 Minutes_06 March 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Birdtable 4,,NERVTAG Birdtable,NERVTAG Minutes_ Birdtable 4_05June2020,NERVTAG Minutes_ Birdtable 4_05June2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 12,2020-04-03,NERVTAG Meeting,NERVTAG 12 Minutes_03April2020,NERVTAG 12 Minutes_03April2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Birdtable 9,,NERVTAG Birdtable,NERVTAG COVID-19 Minutes_ Birdtable 9_FINAL,NERVTAG COVID-19 Minutes_ Birdtable 9_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 05,2020-02-03,NERVTAG Meeting,NERVTAG 05 Minutes 03 February 2020,NERVTAG 05 Minutes 03 February 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 36,,NERVTAG Meeting,NERVTAG COVID-19 Minutes 36_FINAL,NERVTAG COVID-19 Minutes 36_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 04,2020-01-30,NERVTAG Meeting,NERVTAG 04 Minutes 30 January 2020,NERVTAG 04 Minutes 30 January 2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 22,2020-06-10,NERVTAG Meeting,NERVTAG 22 Minutes_10June2020,NERVTAG 22 Minutes_10June2020,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
